movieId,title,genres,imdbId,tmdbId,poster_url,title_pt
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,91149,9994.0,https://image.tmdb.org/t/p/w500/TBn5DRkFl5VaogycjbQXYuJXqk.jpg,As Peripécias do Ratinho Detetive
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,80861,12129.0,https://image.tmdb.org/t/p/w500/4HizgXDEUCdihhSXnsBJbM6Nc92.jpg,A Última Cruzada do Fusca
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,76137,14140.0,https://image.tmdb.org/t/p/w500/1clBIEF4yfPDm0malqbmZIAO9kw.jpg,Herbie: Um Fusca em Monte Carlo
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,107120,10439.0,https://image.tmdb.org/t/p/w500/kIzKIA43hE26HRV77RTYtZwjOSM.jpg,Abracadabra
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,104437,11158.0,https://image.tmdb.org/t/p/w500/gbFeKn4lNwASNlHLWXW0nmhBA1B.jpg,"Querida, Estiquei o Bebê"
2057,"Incredible Journey, The (1963)",Adventure|Children,57180,37969.0,https://image.tmdb.org/t/p/w500/rZ3BaUmeKhjywSwwxJI8GMJIbvN.jpg,A Incrível Jornada
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,97523,9354.0,https://image.tmdb.org/t/p/w500/mU8FZkP0xMmpuavLkdh4OLDsw8G.jpg,"Querida, Encolhi as Crianças"
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,77698,28736.0,https://image.tmdb.org/t/p/w500/pkIpcJ3VmGUK6buvrkAViZ3zAEl.jpg,Chumbo Quente e Pé Frio
2056,In Search of the Castaways (1962),Adventure|Children,56095,34774.0,https://image.tmdb.org/t/p/w500/27hbGwIAmvcB9X9FdXSwvU05frt.jpg,As Grandes Aventuras do Capitão Grant
2060,BASEketball (1998),Comedy,131857,14013.0,https://image.tmdb.org/t/p/w500/7UjmBv28emvaOhAKc2rL9hgEbt6.jpg,Sem Trapaça Não Tem Graça
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,120768,9631.0,https://image.tmdb.org/t/p/w500/t7URDjNfRJWtbybUro9G2MUVp6Z.jpg,A Negociação
2059,"Parent Trap, The (1998)",Children|Comedy|Romance,120783,9820.0,https://image.tmdb.org/t/p/w500/3VUKjD23w6nnmTTjCc2AqBefQzt.jpg,Operação Cupido
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,89853,10849.0,https://image.tmdb.org/t/p/w500/2OSZfcF1FDOk3ZttFVnipTeFrdK.jpg,A Rosa Púrpura do Cairo
2066,Out of the Past (1947),Film-Noir,39689,678.0,https://image.tmdb.org/t/p/w500/knFUIyL0HCqe3Vtmmu5j3uhx3XG.jpg,Fuga ao Passado
2064,Roger & Me (1989),Documentary,98213,1779.0,https://image.tmdb.org/t/p/w500/3F8Y872GdFRdRA7LyTUmbAbg01P.jpg,Roger e Eu
2067,Doctor Zhivago (1965),Drama|Romance|War,59113,907.0,https://image.tmdb.org/t/p/w500/6oMm7FQPnGHhJKD6ztvh4mg5Trm.jpg,Doutor Jivago
2070,Tender Mercies (1983),Drama|Romance|Western,86423,42121.0,https://image.tmdb.org/t/p/w500/kZsRcsmQhs3SZ20ZuQLjLp41qLd.jpg,A Força do Carinho
2069,"Trip to Bountiful, The (1985)",Drama,90203,47908.0,https://image.tmdb.org/t/p/w500/qJ6A6fvp8PLFxxLVPLveFUmTOCG.jpg,The Trip to Bountiful
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,83922,5961.0,https://image.tmdb.org/t/p/w500/u4q6wg1J2ggIMaVQwdbFQSgv1WF.jpg,Fanny & Alexander
2071,And the Band Played On (1993),Drama,106273,2887.0,https://image.tmdb.org/t/p/w500/4fyZ6SZaZuerfZWaIp0niFW7Yar.jpg,E a Vida Continua
2072,"'burbs, The (1989)",Comedy,96734,11974.0,https://image.tmdb.org/t/p/w500/8zcC3YIyajlm2A4sYp4WHNiI1An.jpg,Meus Vizinhos São um Terror
2073,Fandango (1985),Comedy,89126,20348.0,https://image.tmdb.org/t/p/w500/7hdQUp17uXp8tZJWB8eWh25DWbc.jpg,Fandango
2075,Mephisto (1981),Drama|War,82736,11911.0,https://image.tmdb.org/t/p/w500/fH2nXgW1KiwWglY1gYCRhHNrami.jpg,Mephisto
2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,71910,26648.0,https://image.tmdb.org/t/p/w500/mdhbiHwAFEldqGiAAusDzoMGxnT.jpg,O Porteiro da Noite
2077,"Journey of Natty Gann, The (1985)",Adventure|Children,89385,35144.0,https://image.tmdb.org/t/p/w500/xc3efB3JJig0dBRqZNGSnp6LCgb.jpg,Viagem Clandestina
2076,Blue Velvet (1986),Drama|Mystery|Thriller,90756,793.0,https://image.tmdb.org/t/p/w500/1Nlq42CnLmkXzj7TN58c3VjlwLn.jpg,Veludo Azul
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,61852,9325.0,https://image.tmdb.org/t/p/w500/ikqAxUAEH4BloLjVgR8MWNX3qtU.jpg,Mogli: O Menino Lobo
2082,"Mighty Ducks, The (1992)",Children|Comedy,104868,10414.0,https://image.tmdb.org/t/p/w500/qnDtm74JkcAlqzPaTfO0ChwRNZJ.jpg,Nós Somos os Campeões
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,48280,10340.0,https://image.tmdb.org/t/p/w500/qKBA03V9LvfpvcNfUgAwdydRSA1.jpg,A Dama e o Vagabundo
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,97757,10144.0,https://image.tmdb.org/t/p/w500/5SLa56lfNinhVgqpMIHvsOKG775.jpg,A Pequena Sereia
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,104940,10437.0,https://image.tmdb.org/t/p/w500/19cvLHClTd0lbxjt7NKPoR9N6v3.jpg,O Conto de Natal dos Muppets
2084,Newsies (1992),Children|Musical,104990,15300.0,https://image.tmdb.org/t/p/w500/o2aBhascjKBR8kFOzCWm1P50mk2.jpg,Extra! Extra!
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,55254,12230.0,https://image.tmdb.org/t/p/w500/yvNjHSpg6uhwmrMXdJczMRsBKQn.jpg,A Guerra dos Dálmatas
2088,Popeye (1980),Adventure|Comedy|Musical,81353,11335.0,https://image.tmdb.org/t/p/w500/hCCp4pESgYY6uTFARYf4UYV1BdU.jpg,Popeye
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,100477,11135.0,https://image.tmdb.org/t/p/w500/uRYhDfnXrkRhUr76bBUO0AqXN9p.jpg,Bernardo e Bianca na Terra dos Cangurus
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,46183,10693.0,https://image.tmdb.org/t/p/w500/bcmbrRVVs0RxNczCFC57onjHmkJ.jpg,Peter Pan
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,76618,11319.0,https://image.tmdb.org/t/p/w500/wQzrtMYlWgiirWSx9Sf19UUtkV0.jpg,Bernardo e Bianca
2091,Return from Witch Mountain (1978),Children|Sci-Fi,78158,14822.0,https://image.tmdb.org/t/p/w500/l2HCYrEFtcIaYX8Eus1EBsdJ91t.jpg,A Volta da Montanha Enfeitiçada
2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,107952,15969.0,https://image.tmdb.org/t/p/w500/f7cOd8UI3QJepdIU26Pi300fjs3.jpg,Aladdin - O Retorno de Jafar
2093,Return to Oz (1985),Adventure|Children|Fantasy,89908,13155.0,https://image.tmdb.org/t/p/w500/bu72dwzvfXN8BaeBiV9FS0HjYpe.jpg,O Mundo Fantástico de Oz
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,102803,10249.0,https://image.tmdb.org/t/p/w500/iN3I8XDaoGKAMgGidGzJOCnfh8i.jpg,Rocketeer
2098,Son of Flubber (1963),Children|Comedy,57518,19762.0,https://image.tmdb.org/t/p/w500/nP2V3il0SCAwu12SypdcTQggUBA.jpg,O Fabuloso Criador de Encrencas
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,86336,24808.0,https://image.tmdb.org/t/p/w500/94dMO6kAawyFUk0sCDGIjAnchED.jpg,No Templo das Tentações
2095,"Shaggy D.A., The (1976)",Children|Comedy,75200,15943.0,https://image.tmdb.org/t/p/w500/hIMYGxGKhjrtGdEU7XXpq8UGQoJ.jpg,Felpudo - O  Cachorro Promotor
2096,Sleeping Beauty (1959),Animation|Children|Musical,53285,10882.0,https://image.tmdb.org/t/p/w500/2MjuCYa6RkhNHmNDl4MqktxK8XH.jpg,A Bela Adormecida
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical,19422,53565.0,https://image.tmdb.org/t/p/w500/rqmakey2Z2kSFYAcqqskkRzJ4ib.jpg,O Vapor Willie
2099,Song of the South (1946),Adventure|Animation|Children|Musical,38969,13850.0,https://image.tmdb.org/t/p/w500/en2EQM7Iv5VMcCN3tWPV5mf7plh.jpg,A Canção do Sul
2100,Splash (1984),Comedy|Fantasy|Romance,88161,2619.0,https://image.tmdb.org/t/p/w500/72iWmZzs8KVcVAMrerjShzKozmm.jpg,Splash: Uma Sereia em Minha Vida
2103,Tall Tale (1995),Adventure|Children|Fantasy|Western,111359,41841.0,https://image.tmdb.org/t/p/w500/4JqaJbGyPDV3MHOoTaTDLEpQzEQ.jpg,Super-Heróis do Oeste
2104,Tex (1982),Drama,84783,27332.0,https://image.tmdb.org/t/p/w500/rcDrPgiri9xcf8LxhHlxDPIJzC0.jpg,Tex: Um Retrato da Juventude
2105,Tron (1982),Action|Adventure|Sci-Fi,84827,97.0,https://image.tmdb.org/t/p/w500/1xTQHQxApZnnA7yPU31VgEggO6f.jpg,Tron: Uma Odisseia Eletrônica
2106,Swing Kids (1993),Drama|War,108265,10419.0,https://image.tmdb.org/t/p/w500/uYZThxa5FcMTFEax30NHb6mJcIs.jpg,Os Últimos Rebeldes
2108,L.A. Story (1991),Comedy|Romance,102250,2107.0,https://image.tmdb.org/t/p/w500/tFCpp87emkprshCECDR6zRUuTtB.jpg,Loucuras em Los Angeles
2109,"Jerk, The (1979)",Comedy,79367,6471.0,https://image.tmdb.org/t/p/w500/r8YKgW7NOQ3X5ZWonyBcHYuZ465.jpg,O Panaca
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,120694,11675.0,https://image.tmdb.org/t/p/w500/jLWjQASwYGghD7gWxvt9BYwSwgW.jpg,Halloween H20: Vinte Anos Depois
2111,"Man with Two Brains, The (1983)",Comedy,85894,11591.0,https://image.tmdb.org/t/p/w500/eylt6dG2NVvPTuU6zAUEcJmcQXC.jpg,O Médico Erótico
2112,Grand Canyon (1991),Crime|Drama,101969,13697.0,https://image.tmdb.org/t/p/w500/gpqLukoUXAXkyMZ0jPSuAbWf5Nx.jpg,Grand Canyon - Ansiedade de uma Geração
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,83798,9442.0,https://image.tmdb.org/t/p/w500/kLTXbyOZXXDEJHcpZTLlihEKpkT.jpg,Cliente Morto Não Paga
2114,"Outsiders, The (1983)",Drama,86066,227.0,https://image.tmdb.org/t/p/w500/sLy2pym9T8ufnGzxUOky6rzei83.jpg,Vidas Sem Rumo
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,87469,87.0,https://image.tmdb.org/t/p/w500/zhcPKAXEWW76ZAjzsEm3XsHxD05.jpg,Indiana Jones e o Templo da Perdição
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,77869,123.0,https://image.tmdb.org/t/p/w500/phJOxWaWArXLazpdmQdmh1LX8RL.jpg,O Senhor dos Anéis
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,87803,9314.0,https://image.tmdb.org/t/p/w500/sqL3SKoZdHluzLxuN1uqW9cZi7m.jpg,1984
2118,"Dead Zone, The (1983)",Thriller,85407,11336.0,https://image.tmdb.org/t/p/w500/2vF2ewkKIiMW5EQRO99k3kO3TMI.jpg,Na Hora da Zona Morta
2120,Needful Things (1993),Drama|Horror,107665,10657.0,https://image.tmdb.org/t/p/w500/5F3yDNGiA8KzO42pUlyDxI3ZiqT.jpg,Trocas Macabras
2121,Cujo (1983),Horror|Thriller,85382,10489.0,https://image.tmdb.org/t/p/w500/fnsajFW0YSq68284mxa3d9PB8ao.jpg,Cujo
2119,Maximum Overdrive (1986),Horror,91499,9980.0,https://image.tmdb.org/t/p/w500/stCf80TCC8cpz7nQHeRJk1MgiYV.jpg,Comboio do Terror
2122,Children of the Corn (1984),Horror|Thriller,87050,10823.0,https://image.tmdb.org/t/p/w500/eW7Jh4IpACUwKUnSzdG73r9jsMl.jpg,Colheita Maldita
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,101272,2907.0,https://image.tmdb.org/t/p/w500/sFwaszCIbVXGnsJG6dg6WUY7d6P.jpg,A Família Addams
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,96787,11497.0,https://image.tmdb.org/t/p/w500/eMDoGKOTTrWJ05edEgsTUsrjZVV.jpg,Todos os Cães Merecem o Céu
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,120631,9454.0,https://image.tmdb.org/t/p/w500/sK7IbUdqoM51ceSfvwL4CIXbxKh.jpg,Para Sempre Cinderela
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,120832,8688.0,https://image.tmdb.org/t/p/w500/9pk2i4gtijLxpKUZfwR1GZn0Yer.jpg,Olhos de Serpente
2130,Atlantic City (1980),Crime|Drama|Romance,80388,23954.0,https://image.tmdb.org/t/p/w500/i6q8S7d34kBoxjpT82NmfRSYS55.jpg,Atlantic City
2132,Who's Afraid of Virginia Woolf? (1966),Drama,61184,396.0,https://image.tmdb.org/t/p/w500/rHYaA5K5F3ihgeEflk8UaeOIWzu.jpg,Quem Tem Medo de Virginia Woolf?
2133,Adventures in Babysitting (1987),Adventure|Comedy,92513,14367.0,https://image.tmdb.org/t/p/w500/bKJdUGWFbcjycYKisiJh8CVbE0q.jpg,Uma Noite de Aventuras
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,90305,11814.0,https://image.tmdb.org/t/p/w500/jNMjvDzSMWvg0LyAWGD3NlQz0hb.jpg,Mulher Nota 1000
2131,Autumn Sonata (Höstsonaten) (1978),Drama,77711,12761.0,https://image.tmdb.org/t/p/w500/x7QwdCyeLiD7ljIjqtBy6g5koyP.jpg,Sonata de Outono
2135,Doctor Dolittle (1967),Adventure|Children|Musical,61584,16081.0,https://image.tmdb.org/t/p/w500/1cwPEhy2ZFJfWrfQmPWnA5Uf9FC.jpg,O Fabuloso Doutor Dolittle
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,57372,18331.0,https://image.tmdb.org/t/p/w500/3lEZUKwiSvXBPwwvdVh5Fxbxumq.jpg,O Professor Aloprado
2137,Charlotte's Web (1973),Animation|Children,70016,15171.0,https://image.tmdb.org/t/p/w500/99VFNWidqSTJWamzBOJflFzeh2I.jpg,A Menina e o Porquinho
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,78480,11837.0,https://image.tmdb.org/t/p/w500/kl3CXzkXXRwaqaMxNNX1TjuFbCk.jpg,Uma Grande Aventura
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,83791,11639.0,https://image.tmdb.org/t/p/w500/4XvmHnJdjcvd2OYBqylEQs2q6IY.jpg,O Cristal Encantado
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,84649,11704.0,https://image.tmdb.org/t/p/w500/ydHOcvSIZNgp80r5fCrJf8jBevR.jpg,A Ratinha Valente
2143,Legend (1985),Adventure|Fantasy|Romance,89469,11976.0,https://image.tmdb.org/t/p/w500/dsPVbw8763gl8qX0Z6w9jt9xe82.jpg,A Lenda
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,90633,4978.0,https://image.tmdb.org/t/p/w500/dpcsTadI1b4oUVwO9K7e2ouVCWg.jpg,Um Conto Americano
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,101329,10380.0,https://image.tmdb.org/t/p/w500/5rxsjRqIQqjcOOYIeZ8nHFCIiGW.jpg,Um Conto Americano: Fievel Vai para o Oeste
2144,Sixteen Candles (1984),Comedy|Romance,88128,15144.0,https://image.tmdb.org/t/p/w500/8bTX5FCRV7NrN0mcL2OtWoknIP0.jpg,Gatinhas e Gatões
2145,Pretty in Pink (1986),Comedy|Drama|Romance,91790,11522.0,https://image.tmdb.org/t/p/w500/pAbD3qSFsjlPn056nkQiNR8O8Wj.jpg,A Garota de Rosa Shocking
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,90848,13853.0,https://image.tmdb.org/t/p/w500/jbftdduVujKeoib5fwDBbEMamdj.jpg,A Tribo da Caverna do Urso
2146,St. Elmo's Fire (1985),Drama|Romance,90060,11557.0,https://image.tmdb.org/t/p/w500/5oBI07hgtm8jTER2sh2VNNWOLLo.jpg,O Primeiro Ano do Resto de Nossas Vidas
2148,House (1986),Comedy|Fantasy|Horror,91223,11415.0,https://image.tmdb.org/t/p/w500/fQX2xMZSElcuE8ViFcYX8awSKCY.jpg,A Casa do Espanto
2151,"Gods Must Be Crazy II, The (1989)",Comedy,97443,11937.0,https://image.tmdb.org/t/p/w500/vqsKkl4Tr1IU7rPmwoeE5p6BIwi.jpg,Os Deuses Devem Estar Loucos 2
2153,"Avengers, The (1998)",Action|Adventure,118661,9320.0,https://image.tmdb.org/t/p/w500/6BAOyAqnBlAnw1CGLfUJXQhiWzW.jpg,Os Vingadores
2149,House II: The Second Story (1987),Comedy|Fantasy|Horror,93220,37530.0,https://image.tmdb.org/t/p/w500/A4tfyHwA0aZjDIBMRpONkNfhzUD.jpg,A Casa do Espanto 2
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,80801,8393.0,https://image.tmdb.org/t/p/w500/hGarrJ26C9I4K1N4iG2RlrCS6W5.jpg,Os Deuses Devem Estar Loucos
2152,Air Bud: Golden Receiver (1998),Children|Comedy,140796,21661.0,https://image.tmdb.org/t/p/w500/g7YFpdlbN1fSQo5Qkfs8Y9gTKAW.jpg,Bud 2: O Atleta de Ouro
2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama,120831,14662.0,https://image.tmdb.org/t/p/w500/bTY6I0Mju4vTRHGoTZrNtxtAlAO.jpg,Slums of Beverly Hills
2154,How Stella Got Her Groove Back (1998),Drama|Romance,120703,33644.0,https://image.tmdb.org/t/p/w500/l31G9jGSNL34TQuBhEC69Hz0KNy.jpg,A Nova Paixão de Stella
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,133413,125124.0,https://image.tmdb.org/t/p/w500/d7vIkptibHoISJBZvGgA4PkY9aH.jpg,O Padrinho de Casamento
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,99763,10692.0,https://image.tmdb.org/t/p/w500/diVMzTarVLgjc3jyODyhZMadfwD.jpg,Retrato de um Assassino
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,63522,805.0,https://image.tmdb.org/t/p/w500/4p8ljwqw0SJjKszU0ZSPTjYFbeR.jpg,O Bebê de Rosemary
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,88323,34584.0,https://image.tmdb.org/t/p/w500/4rECno5B9vPPTE1BA1WBOGqNHDB.jpg,A História sem Fim
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,100240,34636.0,https://image.tmdb.org/t/p/w500/j4gWN48UnwMaxZ5NBA2JIjIJBpi.jpg,A História Sem Fim 2
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,80391,2182.0,https://image.tmdb.org/t/p/w500/aaK1RBxcuhoda8Zl3764s5rqjD0.jpg,O Ataque dos Tomates Assassinos
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,94077,28070.0,https://image.tmdb.org/t/p/w500/gVECT5DHulQJyo9oqS1tdDSGowI.jpg,Surfistas Nazistas Devem Morrer
2165,Your Friends and Neighbors (1998),Comedy|Drama,119517,77469.0,https://image.tmdb.org/t/p/w500/YYVKuQn5lIDWQpiaOllVeYVDVC.jpg,"Seus Amigos, Seus Vizinhos"
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,124595,10278.0,https://image.tmdb.org/t/p/w500/t4lmZtx1zLUijwO2oHHEbUQ7j41.jpg,Pela Vida de um Amigo
2167,Blade (1998),Action|Horror|Thriller,120611,36647.0,https://image.tmdb.org/t/p/w500/u6PrOGJwwQuvhoIaJL25INbS3Z8.jpg,Blade: O Caçador de Vampiros
2170,Wrongfully Accused (1998),Action|Comedy,120901,9417.0,https://image.tmdb.org/t/p/w500/aLdIFGWO9o45Ban58QhRW9DD91X.jpg,O Foragido
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,120692,19381.0,https://image.tmdb.org/t/p/w500/cCr8mLqIVkbjBNs1uaZPvkXYnWA.jpg,Só para Mulheres
2174,Beetlejuice (1988),Comedy|Fantasy,94721,4011.0,https://image.tmdb.org/t/p/w500/mLSJNejuGDegsMDiWWwIP7VDiyz.jpg,Os Fantasmas se Divertem
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,119778,41469.0,https://image.tmdb.org/t/p/w500/cygwoUJ1LqXkYT451E7W3dHtfHZ.jpg,Next Stop Wonderland
2169,Dead Man on Campus (1998),Comedy,118301,14557.0,https://image.tmdb.org/t/p/w500/mTr7ARy7lj8ggvg6snLWDo3CnEu.jpg,Morte na Universidade
2178,Frenzy (1972),Thriller,68611,573.0,https://image.tmdb.org/t/p/w500/6Ld9abTC7Ai1xmz8a04GLK5AIir.jpg,Frenesi
2175,Déjà Vu (1997),Drama|Romance,119033,161795.0,https://image.tmdb.org/t/p/w500/1fAIdDUVhQaqBr4lVPOeEiNPA3l.jpg,Déjà Vu
2177,Family Plot (1976),Comedy|Thriller,74512,5854.0,https://image.tmdb.org/t/p/w500/de5prvx1JAoqad4xvNBnRtsjWTj.jpg,Trama Macabra
2176,Rope (1948),Crime|Drama|Thriller,40746,1580.0,https://image.tmdb.org/t/p/w500/qcWwUcjB6yoxYcjCtRYOMuFc6pH.jpg,Festim Diabólico
2179,Topaz (1969),Thriller,65112,2370.0,https://image.tmdb.org/t/p/w500/ojizjzpSQvdqTXPzmXTbUW0i4cF.jpg,Topázio
2180,Torn Curtain (1966),Thriller,61107,5780.0,https://image.tmdb.org/t/p/w500/lkabwrrYb5xbOjDkYa2YE7hdN4R.jpg,Cortina Rasgada
2181,Marnie (1964),Drama|Mystery|Romance|Thriller,58329,506.0,https://image.tmdb.org/t/p/w500/zSU2Njt3NjHOOQInpyY1iupjAmD.jpg,"Marnie, Confissões de uma Ladra"
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,49470,574.0,https://image.tmdb.org/t/p/w500/okDmsjDW8BakqbMajVPzaYh4uKm.jpg,O Homem que Sabia Demais
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,51207,22527.0,https://image.tmdb.org/t/p/w500/zVM9auCbCUJLxyfot1GjHrwTnM6.jpg,O Homem Errado
2184,"Trouble with Harry, The (1955)",Comedy|Mystery,48750,11219.0,https://image.tmdb.org/t/p/w500/heYJNrxNGXnLHs4UUPYB7JNepIh.jpg,O Terceiro Tiro
2185,I Confess (1953),Thriller,45897,30159.0,https://image.tmdb.org/t/p/w500/bHdjpaH9zf6QphLuKad9HxmXTjv.jpg,A Tortura do Silêncio
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,44079,845.0,https://image.tmdb.org/t/p/w500/k69OBIOY2EtK33A8cicI0nCtuB2.jpg,Pacto Sinistro
2188,54 (1998),Drama,120577,3682.0,https://image.tmdb.org/t/p/w500/h9cBNxRfpX8JGJuy7R6YN4PStKC.jpg,Studio 54
2187,Stage Fright (1950),Mystery|Romance|Thriller,42994,1978.0,https://image.tmdb.org/t/p/w500/l43OTqhib8do1WwXig8JI8Y68Fd.jpg,Pavor nos Bastidores
2194,"Untouchables, The (1987)",Action|Crime|Drama,94226,117.0,https://image.tmdb.org/t/p/w500/l0Xqmj5zW5QIw3437VkP1bFHMfr.jpg,Os Intocáveis
2195,Dirty Work (1998),Comedy,120654,14577.0,https://image.tmdb.org/t/p/w500/qRAQly0ZNza7ZAlIXIXvhOklmkA.jpg,Vingança Sob Encomenda
2190,Why Do Fools Fall In Love? (1998),Drama,123324,46702.0,https://image.tmdb.org/t/p/w500/tSj2g6VdJ2UXeWk9wRa19SsxRFg.jpg,Por Que o Amor Enlouquece
2193,Willow (1988),Action|Adventure|Fantasy,96446,847.0,https://image.tmdb.org/t/p/w500/R2RRuyZX30KXbrx7So3SaYMFoK.jpg,Willow - Na Terra da Magia
2196,Knock Off (1998),Action,120724,37498.0,https://image.tmdb.org/t/p/w500/yKqQhHjQYhTlhjQzasuaVxJxsBy.jpg,Golpe Fulminante
2201,"Paradine Case, The (1947)",Drama,39694,31667.0,https://image.tmdb.org/t/p/w500/bFHfvy9dyhHQsO1KTcRZAmDJ8lW.jpg,Agonia de Amor
2202,Lifeboat (1944),Drama|War,37017,13321.0,https://image.tmdb.org/t/p/w500/mmKsqsG89JS1kqTUhV1LmhRNFRy.jpg,Um Barco e Nove Destinos
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,36342,21734.0,https://image.tmdb.org/t/p/w500/k1lISSdqtJbFtn49tz8iGiyEDm8.jpg,A Sombra de uma Dúvida
2204,Saboteur (1942),Mystery|Thriller,35279,31997.0,https://image.tmdb.org/t/p/w500/a4THOPB6bxWRsXNUU8VrNkt9g46.jpg,Sabotador
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,34248,11462.0,https://image.tmdb.org/t/p/w500/5Ne7fRLaQ79Z0ECVPu0x8Yufc5g.jpg,Suspeita
2205,Mr. & Mrs. Smith (1941),Comedy|Romance,33922,24197.0,https://image.tmdb.org/t/p/w500/lIFBvhh9EbQpwkYa135dQvMHXSj.jpg,Um Casal do Barulho
2207,Jamaica Inn (1939),Drama,31505,31995.0,https://image.tmdb.org/t/p/w500/cwTqj4uF7RjuOfht0tpNKRb1bN8.jpg,A Estalagem Maldita
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,30341,940.0,https://image.tmdb.org/t/p/w500/b3irLoYLiMoSyts4dQfsf7MfRHa.jpg,A Dama Oculta
2210,Sabotage (1936),Thriller,28212,12684.0,https://image.tmdb.org/t/p/w500/A6cyOt9mhmvWA2uHcVsGkcCaHCz.jpg,Sabotagem
2211,Secret Agent (1936),Thriller,28231,2761.0,https://image.tmdb.org/t/p/w500/vHfEuqttHs2fXLGgkSxC5nh7AHz.jpg,O Agente Secreto
2226,"Ring, The (1927)",Drama,18328,36056.0,https://image.tmdb.org/t/p/w500/VeNRpyspVlJzkrNAyszdGtmy9e.jpg,O Ringue
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,25452,8208.0,https://image.tmdb.org/t/p/w500/m5mBPIaRBUYGPrH4UYRn6ZAVnnd.jpg,O Homem que Sabia Demais
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,17075,2760.0,https://image.tmdb.org/t/p/w500/tD84zwFeFRf3zG98x558N3PBMV.jpg,O Inquilino
